🕘️更新时间,#genre#
MovieSphere,https://i.mjh.nz/SamsungTVPlus/USBD17000117B.m3u8
The Lego Channel,https://i.mjh.nz/SamsungTVPlus/GBBC4300005AL.m3u8
NextUp Live Comedy,https://i.mjh.nz/SamsungTVPlus/GBBD1100012JB.m3u8
关于本源(iptv365.org),https://gitlab.com/p2v5/wangtv/-/raw/main/about1080p.mp4
(百)每日一首,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181409471.mp4
(宝)MovieMusic欣赏,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/dee3e3af-2706-3e77-a952-91b99f6d1819/5711200/manifest.m3u8
▶️铃芽之旅（日语原声）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/137/798/5105137798/media/5105137798_5195915769_56.mp4
▶️铃芽之旅（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/205/437/5105205437/media/5105205437_5195916136_56.mp4
▶️阿凡达：水之道,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5101/004/544/5101004544/media/5101004544_5091261956_56.mp4
▶️阿凡达：水之道（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/080/728/5105080728/media/5105080728_5091264010_56.mp4
▶️(2024)哥斯拉大战金刚2：帝国崛起,https://api.heimuer.app/play/6f3edeb2885149e4b30f676e8a94ef3b.m3u8
▶️(2024)异形寄生:起源,https://api.heimuer.app/play/3e9be3a5080c46449dbc355c9cb8baec.m3u8
▶️星际穿越,https://api.heimuer.app/play/f9b471ddd1ee425bb3c64a24f82561be.m3u8
▶️美国队长,https://www.goodiptv.club/yy/1382736813
▶️毒液：致命守护者,https://www.goodiptv.club/yy/1382745095
▶️魔戒首部曲：魔戒現身,https://api.heimuer.app/play/d10849d4be514bfeb5de7b6ff8bdfb5a.m3u8
▶️魔戒二部曲：雙城奇謀,https://api.heimuer.app/play/4c017a32d1a7478696e4b78d95774ccc.m3u8
▶️魔戒三部曲：王者再臨,https://api.heimuer.app/play/bd885bde48d742068df66e382a8db7a7.m3u8
高分电影,http://data.3g.yy.com/live/hls/1354936157/1354936157
CCTV老故事,https://www.freetv.top/migu/884121956.m3u8?migutoken=550b8ac2d06ef43bd80e29582185fe693959996048d7b572ce1659fe9376b6101cf9002c0034445668d6e11645eab13a11978ca20adae4f4248041add5d27f4d8e71fd2a4e44fd398c8fb3614b
CCTV发现之旅,https://www.freetv.top/migu/624878970.m3u8?migutoken=1fb695563c621535fa91c6ce464f6619a2f8eb7af5c0876841c0dbd8f3063c14ba77e8028cb91f1b0dc0662e4ae7ac50ef325c26ba8a61b56fe7e5546acd6da429931c15a5d4bcb10ac2dd9831
CCTV中学生,https://www.freetv.top/migu/708869532.m3u8?migutoken=6c81e13830a98cbed803f493e618e4e89c3621b2efaaad23df06f39f09d8bc8f989e3c74636452d64f5fbbb22e8a8f415885c938478dcf670f80e2e8b7d311443e18a58b907caf453ad5b576cd
翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线华丽,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
TVB无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
HOY 77,http://cdn.132.us.kg/live/hoy/stream.m3u8
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
澳门Mac,http://cdn.132.us.kg/live/as/stream.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳门莲花,https://tv.iill.top/mo/lhws
民视新闻,https://tv.iill.top/litv/litv-ftv13
中天亚洲,https://tv.iill.top/litv/4gtv-4gtv109
🎞️知否知否,https://live.metshop.top/yy/21881901
🎦父母爱情🐝,https://www.goodiptv.club/yy/1382746276
🎦父母爱情🪲,https://www.goodiptv.club/yy/1354926650
我的前半生,https://www.goodiptv.club/yy/1382735564
情满四合院,https://www.goodiptv.club/yy/1382736888
花千骨,https://www.goodiptv.club/yy/1354943110
舌尖上的中国第2季,https://live.metshop.top/yy/1354930943
舌尖上的中国第2季,https://www.goodiptv.club/yy/1354930943
哆啦A梦：大雄与天空的理想乡,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/257/5105223257/media/5105223257_5206936022_56.mp4
哆啦A梦：大雄与天空的理想乡（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/351/5105223351/media/5105223351_5206941130_56.mp4
哪吒之决战龙神,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/004/353/5105004353/media/5105004353_5033311414_56.mp4
iHOT爱动漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281
YOYO TV,https://ythls.armelin.one/channel/UCiWRSesvSYmY7YOyz0tv_zQ.m3u8
XilamTV,https://xilam-animation-1-fr.samsung.wurl.tv/playlist.m3u8
FanpopTV,https://streaming-cl.sh1ny.space/memfs/e16d2f72-70b5-4bf5-b9c5-107b6390a10f.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
摔跤格斗,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
Bloomberg,https://bloomberg-bloombergtv-3-nl.samsung.wurl.tv/playlist.m3u8
贝爷求生影视2,https://www.goodiptv.club/douyu/9661369
挨饿德•1,https://live.iill.top/huya/20985858
挨饿德•2,https://live.iill.top/huya/17693860
荒野求生,https://live.iill.top/huya/593667
野行者,https://live.iill.top/huya/20072663
BBC News,https://d2vnbkvjbims7j.cloudfront.net/containerA/LTN/playlist.m3u8
Fashion_4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
欢笑剧场4K,http://[2409:8087:5e08:24::17]:6610/000000001000/5000000002000009455/index.m3u8?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=3
CCTV4K,http://livetv.wqwqwq.sbs/gaoma/cctv4k.m3u8
CCTV16(4K),http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8
CCTV西班牙语,https://www.freetv.top/migu/609006450.m3u8?migutoken=c38287abfc68f9242380b7bf14121751f3f154037cfd654a4a6fa56a10a5d0052fb69a8a57118d537fcd4856670049692f94ab4f90ab068a2efe8ed6e48dca5d5252d5ddea0b53a3a189e113e3
CCTV法语,https://www.freetv.top/migu/609006476.m3u8?migutoken=5dd99cb161eb571abd27783de873e5e0ebd12066986ad26e19b26a455fcc5d03351605a1fa6c3abf1274770b07fd85c894f5dfcb9d2409b9c402878c0d89ecdca605504434138872090dfdd670
CCTV阿拉伯语,https://www.freetv.top/migu/609154345.m3u8?migutoken=19442fbd82627603ecb9165e8da9b2a21010c3e9c0355af37bd2122d2816931ea5f0f003a2814c0cbc2a4a68bf0195d734366ca3a45827d70d362dd842439a98acab94da40b91642c9b40f9504
CCTV俄语,https://www.freetv.top/migu/609006446.m3u8?migutoken=a018c039b174469cc6d2e4ac72b07a411ddf935d55c5b0ea7854011285614f22403bcd08cc5757bc0d1d5601e6556281272021ba01a4ac528a3f749817b1ede8761a8d571d91b99eab9ff186fc
CCTV★移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
南方卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227214/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
南方卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227214/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
变形金刚,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/3001/946/427/3001946427/media/3001946427_5081378899_56.mp4
变形金刚,http://data.3g.yy.com/live/hls/1382736803/1382736803
电影_死神来了,https://live.iill.top/huya/11352903
电影_死神来了,https://www.goodiptv.club/huya/11352903
父母爱情,http://cdn.jdshipin.com:8880/huya.php?id=11602071
神医喜来乐,http://cdn.jdshipin.com:8880/huya.php?id=11601978
雍正王朝,http://cdn.jdshipin.com:8880/huya.php?id=11342439
武林外传,http://cdn.jdshipin.com:8880/huya.php?id=21059598
神探狄仁杰2,https://live.iill.top/huya/11342425
康熙微服私访记,http://cdn.jdshipin.com:8880/huya.php?id=11342418
周星驰,https://live.iill.top/huya/11342412
李连杰,https://live.iill.top/huya/11342390
刘德华,https://live.iill.top/huya/11342424
成龙,https://p6-dy.byteimg.com/origin/pgc-image/bebfddceee5c40f495882785675174cf
甄子丹,https://live.iill.top/huya/11352935
甄子丹,https://www.goodiptv.club/huya/11352935
电影_洪金宝,http://cdn.jdshipin.com:8880/huya.php?id=11279251
电影_洪金宝,https://www.goodiptv.club/huya/11279251
电影_强森,https://live.iill.top/huya/21059581
电影_强森,http://cdn.jdshipin.com:8880/huya.php?id=21059581
电影_强森,https://www.goodiptv.club/huya/21059581
电影_梁家辉,https://live.iill.top/huya/11342429
电影_梁家辉,http://cdn.jdshipin.com:8880/huya.php?id=11342429
电影_梁家辉,https://www.goodiptv.club/huya/11342429
灾难片,https://live.metshop.top/huya/11602075
灾难片,https://live.iill.top/huya/11602075
电影_怪兽,https://live.iill.top/huya/21059577
电影_怪兽,http://cdn.jdshipin.com:8880/huya.php?id=21059577
电影_怪兽,https://www.goodiptv.club/huya/21059577
电影_喜乐影院,https://live.iill.top/huya/21059580
电影_喜乐影院,http://cdn.jdshipin.com:8880/huya.php?id=21059580
电影_喜乐影院,https://www.goodiptv.club/huya/21059580
电影_喜剧专场,http://cdn.jdshipin.com:8880/huya.php?id=11602044
电影_喜剧专场,https://www.goodiptv.club/huya/11602044
电影_救援,https://live.iill.top/huya/21059594
电影_救援,http://cdn.jdshipin.com:8880/huya.php?id=21059594
电影_救援,https://www.goodiptv.club/huya/21059594
电影_玄幻,https://live.iill.top/huya/11342414
电影_玄幻,http://cdn.jdshipin.com:8880/huya.php?id=11342414
电影_玄幻,https://www.goodiptv.club/huya/11342414
电影_盗墓,https://live.iill.top/huya/21059552
电影_盗墓,https://www.goodiptv.club/huya/21059552
电影_犯罪片,https://live.iill.top/huya/11352974
电影_犯罪片,https://www.goodiptv.club/huya/11352974
电影_丧尸片,https://live.iill.top/huya/21059578
电影_丧尸片,https://www.goodiptv.club/huya//21059578
电影_战争片,https://live.iill.top/huya/21059574
电影_战争片,https://www.goodiptv.club/huya/21059574
电影_谍战,https://live.iill.top/huya/21059585
电影_谍战,https://www.goodiptv.club/huya/21059585
电影_贺岁,https://live.iill.top/huya/11601971
电影_贺岁,https://www.goodiptv.club/huya/11601971
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
TVB翡翠,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB明珠,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVBPLUS,http://cdn.163189.xyz/live/tvbp/stream.m3u8
TVBPLUS,http://cdn5.1678520.xyz/live/?id=tvbp
VIU,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
VIU,http://cdn5.1678520.xyz/live/?id=viu
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
八大综艺,https://tv.iill.top/litv/4gtv-4gtv039
三立综合,https://tv.iill.top/4gtv/169
大爱电视,https://tv.iill.top/4gtv/209
中视经典,https://tv.iill.top/litv/4gtv-4gtv080
民视影剧,https://tv.iill.top/litv/litv-ftv09
民视台湾,https://tv.iill.top/litv/4gtv-4gtv001
民视第一,https://tv.iill.top/litv/4gtv-4gtv003
民视旅游,https://tv.iill.top/litv/litv-ftv07
民视综艺,https://tv.iill.top/litv/4gtv-4gtv004
东森财经新闻,https://tv.iill.top/litv/4gtv-4gtv153
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
镜电视新闻,https://tv.iill.top/litv/4gtv-4gtv075
RTHK32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
TVB J2,http://php.jdshipin.com/TVOD/iptv.php?id=j2
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡国际,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
茶啊二中「动画」,https://live.iill.top/huya/11213191
哆啦A梦「动漫」,https://live.iill.top/huya/11601963
航海王「动漫」,https://live.iill.top/huya/16913382
七龙珠「动漫」,https://live.iill.top/huya/11601966
「斗鱼」火影忍者,http://live.iill.top/douyu.php?id=1997723
「斗鱼」火影忍者,https://live.iill.top/douyu/1997723
梨园频道,http://tvcdn.stream3.hndt.com/tv/65b67b15017e1000258a2b2400000000_transios/playlist.m3u8?wsSecret=59f720bdb27b7073e01ddb4d815cbcb4&wsTime=1742014827
龙华戏剧,https://tv.iill.top/litv/litv-longturn18
公视戏剧,https://tv.iill.top/litv/4gtv-4gtv042
治愈•放松「音乐」,https://live.iill.top/huya/21241811
阅读•学习「音乐」,https://live.iill.top/huya/21241813
音乐石榴「音乐」,https://live.iill.top/huya/17091681
「B站」CS_2,http://live.iill.top/bilibili.php?id=21622811
「B站」CS_2,https://live.iill.top/bilibili/21622811
「B站」JJ斗地主,http://live.iill.top/bilibili.php?id=22021983
「B站」JJ斗地主,https://live.iill.top/bilibili/22021983
「B站」QQ飞车•手游,http://live.iill.top/bilibili.php?id=21743919
「B站」QQ飞车•手游,https://live.iill.top/bilibili/21743919
「B站」使命召唤•手游,http://live.iill.top/bilibili.php?id=22741849
「B站」使命召唤•手游,https://live.iill.top/bilibili/22741849
「B站」无畏契约,http://live.iill.top/bilibili.php?id=22908869
「B站」无畏契约,https://live.iill.top/bilibili/22908869
「B站」王者荣耀_𝟙,http://live.iill.top/bilibili.php?id=55
「B站」王者荣耀_𝟙,https://live.iill.top/bilibili/55
「B站」王者荣耀_𝟚,http://live.iill.top/bilibili.php?id=21654762
「B站」王者荣耀_𝟚,https://live.iill.top/bilibili/21654762
「B站」第五人格,http://live.iill.top/bilibili.php?id=5555
「B站」第五人格,https://live.iill.top/bilibili/5555
「B站」绝地求生,http://live.iill.top/bilibili.php?id=98
「B站」绝地求生,https://live.iill.top/bilibili/98
「B站」英雄联盟,http://live.iill.top/bilibili.php?id=6
「B站」英雄联盟,https://live.iill.top/bilibili/6
「B站」英雄联盟•手游,http://live.iill.top/bilibili.php?id=23138275
「B站」英雄联盟•手游,https://live.iill.top/bilibili/23138275
「斗鱼」DOTA2,http://live.iill.top/douyu.php?id=3811559
「斗鱼」DOTA2,https://live.iill.top/douyu/3811559
「斗鱼」FIFA,http://live.iill.top/douyu.php?id=7692166
「斗鱼」FIFA,https://live.iill.top/douyu/7692166
「斗鱼」JJ斗地主,http://live.iill.top/douyu.php?id=488743
「斗鱼」JJ斗地主,https://live.iill.top/douyu/488743
「斗鱼」QQ飞车•手游,http://live.iill.top/douyu.php?id=5040227
「斗鱼」QQ飞车•手游,https://live.iill.top/douyu/5040227
「斗鱼」云顶之弈,http://live.iill.top/douyu.php?id=522423
「斗鱼」云顶之弈,https://live.iill.top/douyu/522423
「斗鱼」使命召唤•手游,http://live.iill.top/douyu.php?id=9223245
「斗鱼」使命召唤•手游,https://live.iill.top/douyu/9223245
「斗鱼」原神,http://live.iill.top/douyu.php?id=10853239
「斗鱼」原神,https://live.iill.top/douyu/10853239
「斗鱼」和平精英,http://live.iill.top/douyu.php?id=999
「斗鱼」和平精英,https://live.iill.top/douyu/999
「斗鱼」我的世界,http://live.iill.top/douyu.php?id=738878
「斗鱼」我的世界,https://live.iill.top/douyu/738878
「斗鱼」无畏契约,http://live.iill.top/douyu.php?id=4585645
「斗鱼」无畏契约,https://live.iill.top/douyu/4585645
「斗鱼」梦幻西游·手游,http://live.iill.top/huya.php?id=9163712
「斗鱼」梦幻西游·手游,https://live.iill.top/huya/9163712
「斗鱼」永劫无间,http://live.iill.top/huya.php?id=9662891
「斗鱼」永劫无间,https://live.iill.top/huya/9662891
「斗鱼」王者荣耀_𝟙,http://live.iill.top/douyu.php?id=1863767
「斗鱼」王者荣耀_𝟙,https://live.iill.top/douyu/1863767
「斗鱼」王者荣耀_𝟚,http://live.iill.top/douyu.php?id=1984839
「斗鱼」王者荣耀_𝟚,https://live.iill.top/douyu/1984839
「斗鱼」穿越火线_𝟙,http://live.iill.top/douyu.php?id=605964
「斗鱼」穿越火线_𝟙,https://live.iill.top/douyu/605964
「斗鱼」穿越火线_𝟚,http://live.iill.top/douyu.php?id=5388537
「斗鱼」穿越火线_𝟚,https://live.iill.top/douyu/5388537
「斗鱼」第五人格,http://live.iill.top/douyu.php?id=3226194
「斗鱼」第五人格,https://live.iill.top/douyu/3226194
「斗鱼」绝地求生,http://live.iill.top/douyu.php?id=100
「斗鱼」绝地求生,https://live.iill.top/douyu/100
「斗鱼」英雄联盟_𝟙,http://live.iill.top/douyu.php?id=288016
「斗鱼」英雄联盟_𝟙,https://live.iill.top/douyu/288016
「斗鱼」英雄联盟_𝟚,http://live.iill.top/douyu.php?id=424559
「斗鱼」英雄联盟_𝟚,https://live.iill.top/douyu/424559
「斗鱼」街霸,http://live.iill.top/huya.php?id=11437
「斗鱼」街霸,https://live.iill.top/huya/11437
「斗鱼」跑跑卡丁车,http://live.iill.top/douyu.php?id=7722576
「斗鱼」跑跑卡丁车,https://live.iill.top/douyu/7722576
「斗鱼」跑跑卡丁车•手游,http://live.iill.top/douyu.php?id=6672862
「斗鱼」跑跑卡丁车•手游,https://live.iill.top/douyu/6672862
「斗鱼」金铲铲之战,http://live.iill.top/douyu.php?id=9715241
「斗鱼」金铲铲之战,https://live.iill.top/douyu/9715241
「虎牙」DOTA2,http://live.iill.top/huya.php?id=660118
「虎牙」DOTA2,https://live.iill.top/huya/660118
「虎牙」使命召唤•手游,http://live.iill.top/huya.php?id=11718629
「虎牙」使命召唤•手游,https://live.iill.top/huya/11718629
「虎牙」和平精英,http://live.iill.top/huya.php?id=660006
「虎牙」和平精英,https://live.iill.top/huya/660006
「虎牙」无畏契约,http://live.iill.top/huya.php?id=660679
「虎牙」无畏契约,https://live.iill.top/huya/660679
「虎牙」永劫无间,http://live.iill.top/huya.php?id=660115
「虎牙」永劫无间,https://live.iill.top/huya/660115
「虎牙」王者荣耀_𝟙,http://live.iill.top/huya.php?id=660002
「虎牙」王者荣耀_𝟙,https://live.iill.top/huya/660002
「虎牙」王者荣耀_𝟚,http://live.iill.top/huya.php?id=660164
「虎牙」王者荣耀_𝟚,https://live.iill.top/huya/660164
「虎牙」穿越火线,http://live.iill.top/huya.php?id=660101
「虎牙」穿越火线,https://live.iill.top/huya/660101
「虎牙」穿越火线•手游,http://live.iill.top/huya.php?id=660102
「虎牙」穿越火线•手游,https://live.iill.top/huya/660102
「虎牙」第五人格,http://live.iill.top/huya.php?id=idvesports
「虎牙」第五人格,https://live.iill.top/huya/idvesports
「虎牙」绝地求生_𝟙,http://live.iill.top/huya.php?id=660004
「虎牙」绝地求生_𝟙,https://live.iill.top/huya/660004
「虎牙」绝地求生_𝟚,http://live.iill.top/huya.php?id=660005
「虎牙」绝地求生_𝟚,https://live.iill.top/huya/660005
「虎牙」英雄联盟_𝟙,http://live.iill.top/huya.php?id=660000
「虎牙」英雄联盟_𝟙,https://live.iill.top/huya/660000
「虎牙」英雄联盟_𝟚,http://live.iill.top/huya.php?id=660001
「虎牙」英雄联盟_𝟚,https://live.iill.top/huya/660001
「虎牙」逆战,http://live.iill.top/huya.php?id=nsl2021
「虎牙」逆战,https://live.iill.top/huya/nsl2021
「虎牙」金铲铲之战,http://live.iill.top/huya.php?id=660579
「虎牙」金铲铲之战,https://live.iill.top/huya/660579
长沙新闻综合,http://ls.qingting.fm/live/4877.m3u8
湖北｜荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?
钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?
YMG未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?
上虞文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed?
上虞综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed?
云和新闻,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?
余杭新闻,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed?
余杭未来,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?
兰溪新闻,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed?
姚江文化,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?
嵊州新闻,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed?
平湖新闻,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed?
平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed?
开化公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed?
开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed?
普陀新闻,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed?
苍南新闻,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed?
萧山新闻,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed?
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?
衢江新闻,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed?
诸暨新闻,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
象山新闻,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed?
青田电视,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
龙泉新闻,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed?
龙游新闻,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd
安徽｜导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教,rtmp://live.ahsz.tv/video/s10001-kxjy
文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
河北｜任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
河北｜任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
河北｜兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
河北｜清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
河北｜清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
河南｜义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
河南｜光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
河南｜兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
河南｜叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
河南｜唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend
河南｜固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
河南｜巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
河南｜扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
河南｜新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
河南｜新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
河南｜梨园,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
河南｜泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
河南｜渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南｜温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
河南｜潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南｜登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南｜西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend
河南｜郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
河南｜鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
黑龙江｜新闻,http://[2409:8087:1a01:df::4036]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8
黑龙江｜新闻,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
黑龙江｜科教,http://[2409:8087:1a01:df::4025]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
黑龙江｜科教,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
